OID_,Value,Count,bps,evt,evh_reclass,evc_reclass,BPS_MODEL,EVT_LF,EVT_PHYS,EVT_SBCLS,Leaf_Form,HT_Class,Lifeform,CanCover,SClass,LandType,LABEL
999,999,263.000000000000000,1873,7321,44,8,13170_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,70-79,5,Dry Oak,E
1000,1000,29.000000000000000,1876,7925,43,6,13210_61_63,Tree,Developed,Deciduous open tree canopy,NA,10-25,Tree,50-59,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1001,1001,250.000000000000000,1876,9315,43,7,13210_61_63,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,60-69,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1002,1002,16.000000000000000,1876,7512,43,8,13210_61_63,Tree,Conifer-Hardwood,Mixed evergreen-deciduous closed tree canopy,mix,10-25,Tree,70-79,2,RB Mixed Hardwood-Toeslope (ELTP),B
1003,1003,1.000000000000000,1873,7321,44,7,13170_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,60-69,5,Dry Oak,E
1004,1004,6.000000000000000,1876,7512,43,9,13210_61_63,Tree,Conifer-Hardwood,Mixed evergreen-deciduous closed tree canopy,mix,10-25,Tree,80-89,2,RB Mixed Hardwood-Toeslope (ELTP),B
1005,1005,117.000000000000000,1885,7303,44,9,13770_60_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,80-89,6,Dry Oak,UN
1006,1006,21.000000000000000,1876,7321,42,7,13210_61_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,5-10,Tree,60-69,1,RB Mixed Hardwood-Toeslope (ELTP),A
1007,1007,1456.000000000000000,1888,7350,43,8,14720_61_62_63,Tree,Conifer,Evergreen closed tree canopy,con,10-25,Tree,70-79,2,RB Small Stream Riparian (ELTP),B
1008,1008,650.000000000000000,1878,7318,44,8,13500_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,70-79,4,High Elevation Spruce-Fir,D
1009,1009,459.000000000000000,1873,7303,44,9,13170_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,80-89,5,Dry Oak,E
1010,1010,13.000000000000000,1883,7318,43,4,13700_53_61_62,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,30-39,6,RB Mixed Hardwood-Toeslope (ELTP),UN
1011,1011,224.000000000000000,1878,7511,44,7,13500_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,60-69,4,High Elevation Spruce-Fir,D
1012,1012,72.000000000000000,1885,9315,43,8,13770_60_61_63_64_65_66,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,70-79,7,Dry Oak,UE
1013,1013,15.000000000000000,1878,7511,44,6,13500_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,50-59,6,High Elevation Spruce-Fir,UN
1014,1014,7.000000000000000,1878,7321,44,7,13500_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,60-69,4,High Elevation Spruce-Fir,D
1015,1015,403.000000000000000,1885,7321,43,8,13770_60_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,70-79,3,Dry Oak,C
1016,1016,462.000000000000000,1873,7321,44,9,13170_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,80-89,5,Dry Oak,E
1017,1017,7.000000000000000,1888,7321,42,7,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,5-10,Tree,60-69,1,RB Small Stream Riparian (ELTP),A
1018,1018,9.000000000000000,1878,7925,43,8,13500_61,Tree,Developed,Deciduous open tree canopy,NA,10-25,Tree,70-79,7,High Elevation Spruce-Fir,UE
1019,1019,15.000000000000000,1878,7925,43,7,13500_61,Tree,Developed,Deciduous open tree canopy,NA,10-25,Tree,60-69,7,High Elevation Spruce-Fir,UE
1020,1020,15.000000000000000,1876,7303,44,7,13210_61_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,60-69,3,RB Mixed Hardwood-Toeslope (ELTP),C
1021,1021,2.000000000000000,1876,7321,44,6,13210_61_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,50-59,3,RB Mixed Hardwood-Toeslope (ELTP),C
1022,1022,46.000000000000000,1888,9817,23,4,14720_61_62_63,Herb,Exotic Herbaceous,Perennial graminoid grassland,NA,>1.0,Herb,30-39,7,RB Small Stream Riparian (ELTP),UE
1023,1023,360.000000000000000,1876,7977,23,7,13210_61_63,Herb,Agricultural,Annual Graminoid/Forb,NA,>1.0,Herb,60-69,180,RB Mixed Hardwood-Toeslope (ELTP),Agriculture
1024,1024,212.000000000000000,1876,7303,43,5,13210_61_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,6,RB Mixed Hardwood-Toeslope (ELTP),UN
1025,1025,129.000000000000000,1876,9315,43,6,13210_61_63,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,50-59,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1026,1026,14.000000000000000,1888,9817,23,3,14720_61_62_63,Herb,Exotic Herbaceous,Perennial graminoid grassland,NA,>1.0,Herb,20-29,7,RB Small Stream Riparian (ELTP),UE
1027,1027,10.000000000000000,1888,9224,42,6,14720_61_62_63,Tree,Riparian,Mixed evergreen-deciduous open tree canopy,mix,5-10,Tree,50-59,1,RB Small Stream Riparian (ELTP),A
1028,1028,1.000000000000000,1876,9817,23,2,13210_61_63,Herb,Exotic Herbaceous,Perennial graminoid grassland,NA,>1.0,Herb,10-19,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1029,1029,4.000000000000000,1888,7321,42,6,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,5-10,Tree,50-59,1,RB Small Stream Riparian (ELTP),A
1030,1030,42.000000000000000,1873,7318,43,8,13170_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,70-79,5,Dry Oak,E
1031,1031,162.000000000000000,1878,7297,1,1,13500_61,Developed,Developed-Medium Intensity,Developed,NA,0,Non,0,120,High Elevation Spruce-Fir,Developed
1032,1032,41.000000000000000,1878,7318,43,5,13500_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,3,High Elevation Spruce-Fir,C
1033,1033,745.000000000000000,1873,7977,21,6,13170_57_61,Herb,Agricultural,Annual Graminoid/Forb,NA,0-0.5,Herb,50-59,180,Dry Oak,Agriculture
1034,1034,302.000000000000000,1876,7303,43,6,13210_61_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,50-59,6,RB Mixed Hardwood-Toeslope (ELTP),UN
1035,1035,2.000000000000000,1876,9817,23,3,13210_61_63,Herb,Exotic Herbaceous,Perennial graminoid grassland,NA,>1.0,Herb,20-29,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1036,1036,29.000000000000000,1876,7303,42,6,13210_61_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,5-10,Tree,50-59,1,RB Mixed Hardwood-Toeslope (ELTP),A
1037,1037,2.000000000000000,1876,7925,43,4,13210_61_63,Tree,Developed,Deciduous open tree canopy,NA,10-25,Tree,30-39,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1038,1038,42.000000000000000,1873,7318,43,9,13170_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,80-89,5,Dry Oak,E
1039,1039,5.000000000000000,1875,7925,43,5,13200_48_57_61,Tree,Developed,Deciduous open tree canopy,NA,10-25,Tree,40-49,7,Dry Mesic Mixed Oak Hardwood,UE
1040,1040,5.000000000000000,1888,7928,34,4,14720_61_62_63,Shrub,Developed,Mixed evergreen-deciduous shrubland,NA,>3.0,Shrub,30-39,7,RB Small Stream Riparian (ELTP),UE
1041,1041,12.000000000000000,1878,7929,23,6,13500_61,Herb,Developed,Perennial graminoid,NA,>1.0,Herb,50-59,7,High Elevation Spruce-Fir,UE
1042,1042,1063.000000000000000,1873,7905,1,1,13170_57_61,Tree,Developed,Deciduous open tree canopy,NA,0,Non,0,120,Dry Oak,Developed
1043,1043,7.000000000000000,1876,9312,43,5,13210_61_63,Tree,Conifer,Evergreen open tree canopy,con,10-25,Tree,40-49,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1044,1044,27.000000000000000,1876,7556,43,5,13210_61_63,Tree,Hardwood,Mixed evergreen-deciduous open tree canopy,brdlf,10-25,Tree,40-49,6,RB Mixed Hardwood-Toeslope (ELTP),UN
1045,1045,264.000000000000000,1870,9312,43,7,13030_61_63_64_65_66,Tree,Conifer,Evergreen open tree canopy,con,10-25,Tree,60-69,7,Dry Mesic Mixed Oak Hardwood,UE
1046,1046,77.000000000000000,1873,7977,23,8,13170_57_61,Herb,Agricultural,Annual Graminoid/Forb,NA,>1.0,Herb,70-79,180,Dry Oak,Agriculture
1047,1047,9.000000000000000,1883,9288,44,9,13700_53_61_62,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,80-89,4,RB Mixed Hardwood-Toeslope (ELTP),D
1048,1048,94.000000000000000,1876,7909,1,1,13210_61_63,Shrub,Developed,Mixed evergreen-deciduous shrubland,NA,0,Non,0,120,RB Mixed Hardwood-Toeslope (ELTP),Developed
1049,1049,32.000000000000000,1888,9315,43,3,14720_61_62_63,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,20-29,7,RB Small Stream Riparian (ELTP),UE
1050,1050,15.000000000000000,1888,9317,34,5,14720_61_62_63,Shrub,Exotic Tree-Shrub,Deciduous shrubland,NA,>3.0,Shrub,40-49,7,RB Small Stream Riparian (ELTP),UE
1051,1051,2.000000000000000,1883,7929,23,2,13700_53_61_62,Herb,Developed,Perennial graminoid,NA,>1.0,Herb,10-19,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1052,1052,10.000000000000000,1876,7511,43,5,13210_61_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,6,RB Mixed Hardwood-Toeslope (ELTP),UN
1053,1053,30.000000000000000,1876,7321,43,4,13210_61_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,30-39,6,RB Mixed Hardwood-Toeslope (ELTP),UN
1054,1054,3.000000000000000,1876,7925,43,9,13210_61_63,Tree,Developed,Deciduous open tree canopy,NA,10-25,Tree,80-89,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1055,1055,5.000000000000000,1888,7556,43,3,14720_61_62_63,Tree,Hardwood,Mixed evergreen-deciduous open tree canopy,brdlf,10-25,Tree,20-29,3,RB Small Stream Riparian (ELTP),C
1056,1056,6.000000000000000,1876,7925,43,5,13210_61_63,Tree,Developed,Deciduous open tree canopy,NA,10-25,Tree,40-49,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1057,1057,35.000000000000000,1876,7925,43,7,13210_61_63,Tree,Developed,Deciduous open tree canopy,NA,10-25,Tree,60-69,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1058,1058,102.000000000000000,1883,7511,43,3,13700_53_61_62,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,20-29,6,RB Mixed Hardwood-Toeslope (ELTP),UN
1059,1059,32.000000000000000,1883,7303,43,3,13700_53_61_62,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,20-29,6,RB Mixed Hardwood-Toeslope (ELTP),UN
1060,1060,2.000000000000000,1876,9224,43,4,13210_61_63,Tree,Riparian,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,30-39,6,RB Mixed Hardwood-Toeslope (ELTP),UN
1061,1061,2.000000000000000,1874,7317,44,8,13180_57_59_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,70-79,5,RB Mixed Hardwood-Toeslope (ELTP),E
1062,1062,16.000000000000000,1878,7929,23,5,13500_61,Herb,Developed,Perennial graminoid,NA,>1.0,Herb,40-49,7,High Elevation Spruce-Fir,UE
1063,1063,189.000000000000000,1878,7556,43,7,13500_61,Tree,Hardwood,Mixed evergreen-deciduous open tree canopy,brdlf,10-25,Tree,60-69,3,High Elevation Spruce-Fir,C
1064,1064,5.000000000000000,1879,7321,43,9,13520_53_54_57_59_60_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,80-89,5,Xerid High Elevation LT,E
1065,1065,15.000000000000000,1870,9315,44,7,13030_61_63_64_65_66,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,25-50,Tree,60-69,7,Dry Mesic Mixed Oak Hardwood,UE
1066,1066,4.000000000000000,1876,9224,44,8,13210_61_63,Tree,Riparian,Mixed evergreen-deciduous open tree canopy,mix,25-50,Tree,70-79,4,RB Mixed Hardwood-Toeslope (ELTP),D
1067,1067,9.000000000000000,1876,7974,1,1,13210_61_63,Agriculture,Agricultural,Annual Graminoid/Forb,NA,0,Non,0,180,RB Mixed Hardwood-Toeslope (ELTP),Agriculture
1068,1068,11.000000000000000,1885,9288,43,8,13770_60_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,70-79,3,Dry Oak,C
1069,1069,109.000000000000000,1874,7303,42,8,13180_57_59_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,5-10,Tree,70-79,2,RB Mixed Hardwood-Toeslope (ELTP),B
1070,1070,15.000000000000000,1888,7320,43,10,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,90-100,2,RB Small Stream Riparian (ELTP),B
1071,1071,288.000000000000000,1870,9312,43,9,13030_61_63_64_65_66,Tree,Conifer,Evergreen open tree canopy,con,10-25,Tree,80-89,7,Dry Mesic Mixed Oak Hardwood,UE
1072,1072,589.000000000000000,1870,9312,43,8,13030_61_63_64_65_66,Tree,Conifer,Evergreen open tree canopy,con,10-25,Tree,70-79,7,Dry Mesic Mixed Oak Hardwood,UE
1073,1073,33.000000000000000,1870,9288,44,8,13030_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,70-79,3,Dry Mesic Mixed Oak Hardwood,C
1074,1074,6.000000000000000,1878,7927,43,5,13500_61,Tree,Developed,Mixed evergreen-deciduous open tree canopy,NA,10-25,Tree,40-49,7,High Elevation Spruce-Fir,UE
1075,1075,12.000000000000000,1876,7929,23,4,13210_61_63,Herb,Developed,Perennial graminoid,NA,>1.0,Herb,30-39,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1076,1076,17.000000000000000,1876,7927,43,6,13210_61_63,Tree,Developed,Mixed evergreen-deciduous open tree canopy,NA,10-25,Tree,50-59,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1077,1077,157.000000000000000,1876,7317,43,9,13210_61_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,80-89,2,RB Mixed Hardwood-Toeslope (ELTP),B
1078,1078,21.000000000000000,1878,7556,42,7,13500_61,Tree,Hardwood,Mixed evergreen-deciduous open tree canopy,brdlf,5-10,Tree,60-69,1,High Elevation Spruce-Fir,A
1079,1079,18.000000000000000,1876,7906,1,1,13210_61_63,Tree,Developed,Evergreen open tree canopy,NA,0,Non,0,120,RB Mixed Hardwood-Toeslope (ELTP),Developed
1080,1080,17.000000000000000,1878,7556,42,8,13500_61,Tree,Hardwood,Mixed evergreen-deciduous open tree canopy,brdlf,5-10,Tree,70-79,1,High Elevation Spruce-Fir,A
1081,1081,32.000000000000000,1876,9315,44,8,13210_61_63,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,25-50,Tree,70-79,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1082,1082,28.000000000000000,1883,7463,43,5,13700_53_61_62,Tree,Hardwood,Mixed evergreen-deciduous closed tree canopy,brdlf,10-25,Tree,40-49,3,RB Mixed Hardwood-Toeslope (ELTP),C
1083,1083,153.000000000000000,1876,9315,43,9,13210_61_63,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,80-89,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1084,1084,31.000000000000000,1888,9318,23,6,14720_61_62_63,Herb,Riparian,Perennial graminoid grassland,NA,>1.0,Herb,50-59,7,RB Small Stream Riparian (ELTP),UE
1085,1085,307.000000000000000,1875,7318,43,8,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,70-79,5,Dry Mesic Mixed Oak Hardwood,E
1086,1086,13.000000000000000,1876,7925,43,8,13210_61_63,Tree,Developed,Deciduous open tree canopy,NA,10-25,Tree,70-79,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1087,1087,3.000000000000000,1874,9726,23,7,13180_57_59_61,Herb,Riparian,Perennial graminoid,NA,>1.0,Herb,60-69,1,RB Mixed Hardwood-Toeslope (ELTP),A
1088,1088,1.000000000000000,1878,7925,43,9,13500_61,Tree,Developed,Deciduous open tree canopy,NA,10-25,Tree,80-89,7,High Elevation Spruce-Fir,UE
1089,1089,33.000000000000000,1882,7317,43,8,13690_60_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,70-79,3,Dry Oak,C
1090,1090,1.000000000000000,1879,7317,43,8,13520_53_54_57_59_60_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,70-79,5,Xerid High Elevation LT,E
1091,1091,25.000000000000000,1882,7317,43,9,13690_60_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,80-89,2,Dry Oak,B
1092,1092,14.000000000000000,1885,9288,43,9,13770_60_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,80-89,6,Dry Oak,UN
1093,1093,115.000000000000000,1876,7297,1,1,13210_61_63,Developed,Developed-Medium Intensity,Developed,NA,0,Non,0,120,RB Mixed Hardwood-Toeslope (ELTP),Developed
1094,1094,6.000000000000000,1883,7317,43,4,13700_53_61_62,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,30-39,6,RB Mixed Hardwood-Toeslope (ELTP),UN
1095,1095,135.000000000000000,1878,7303,44,7,13500_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,60-69,4,High Elevation Spruce-Fir,D
1096,1096,34.000000000000000,1870,9288,44,9,13030_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,80-89,3,Dry Mesic Mixed Oak Hardwood,C
1097,1097,65.000000000000000,1878,9315,44,8,13500_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,25-50,Tree,70-79,7,High Elevation Spruce-Fir,UE
1098,1098,15.000000000000000,1876,9288,43,6,13210_61_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,50-59,6,RB Mixed Hardwood-Toeslope (ELTP),UN
1099,1099,1.000000000000000,1888,9317,34,3,14720_61_62_63,Shrub,Exotic Tree-Shrub,Deciduous shrubland,NA,>3.0,Shrub,20-29,7,RB Small Stream Riparian (ELTP),UE
1100,1100,5.000000000000000,1888,7303,42,8,14720_61_62_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,5-10,Tree,70-79,1,RB Small Stream Riparian (ELTP),A
1101,1101,115.000000000000000,1870,9317,33,5,13030_61_63_64_65_66,Shrub,Exotic Tree-Shrub,Deciduous shrubland,NA,1.0-3.0,Shrub,40-49,7,Dry Mesic Mixed Oak Hardwood,UE
1102,1102,8.000000000000000,1870,7929,23,7,13030_61_63_64_65_66,Herb,Developed,Perennial graminoid,NA,>1.0,Herb,60-69,7,Dry Mesic Mixed Oak Hardwood,UE
1103,1103,14.000000000000000,1883,9315,42,4,13700_53_61_62,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,5-10,Tree,30-39,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1104,1104,520.000000000000000,1878,9317,33,5,13500_61,Shrub,Exotic Tree-Shrub,Deciduous shrubland,NA,1.0-3.0,Shrub,40-49,7,High Elevation Spruce-Fir,UE
1105,1105,9.000000000000000,1878,9315,42,6,13500_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,5-10,Tree,50-59,7,High Elevation Spruce-Fir,UE
1106,1106,100.000000000000000,1870,7320,43,9,13030_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,80-89,5,Dry Mesic Mixed Oak Hardwood,E
1107,1107,398.000000000000000,1883,9317,33,5,13700_53_61_62,Shrub,Exotic Tree-Shrub,Deciduous shrubland,NA,1.0-3.0,Shrub,40-49,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1108,1108,156.000000000000000,1878,9317,33,6,13500_61,Shrub,Exotic Tree-Shrub,Deciduous shrubland,NA,1.0-3.0,Shrub,50-59,7,High Elevation Spruce-Fir,UE
1109,1109,71.000000000000000,1883,7511,42,7,13700_53_61_62,Tree,Hardwood,Deciduous closed tree canopy,brdlf,5-10,Tree,60-69,3,RB Mixed Hardwood-Toeslope (ELTP),C
1110,1110,1.000000000000000,1875,7976,23,5,13200_48_57_61,Herb,Agricultural,Annual Graminoid/Forb,NA,>1.0,Herb,40-49,180,Dry Mesic Mixed Oak Hardwood,Agriculture
1111,1111,686.000000000000000,1878,9317,34,7,13500_61,Shrub,Exotic Tree-Shrub,Deciduous shrubland,NA,>3.0,Shrub,60-69,7,High Elevation Spruce-Fir,UE
1112,1112,132.000000000000000,1878,9315,43,3,13500_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,20-29,7,High Elevation Spruce-Fir,UE
1113,1113,2.000000000000000,1876,9224,42,6,13210_61_63,Tree,Riparian,Mixed evergreen-deciduous open tree canopy,mix,5-10,Tree,50-59,1,RB Mixed Hardwood-Toeslope (ELTP),A
1114,1114,1.000000000000000,1883,9314,43,4,13700_53_61_62,Tree,Riparian,Mixed evergreen-deciduous closed tree canopy,mix,10-25,Tree,30-39,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1115,1115,1.000000000000000,1888,9314,43,4,14720_61_62_63,Tree,Riparian,Mixed evergreen-deciduous closed tree canopy,mix,10-25,Tree,30-39,7,RB Small Stream Riparian (ELTP),UE
1116,1116,1.000000000000000,1883,9726,23,7,13700_53_61_62,Herb,Riparian,Perennial graminoid,NA,>1.0,Herb,60-69,6,RB Mixed Hardwood-Toeslope (ELTP),UN
1117,1117,1.000000000000000,1878,7927,42,8,13500_61,Tree,Developed,Mixed evergreen-deciduous open tree canopy,NA,5-10,Tree,70-79,7,High Elevation Spruce-Fir,UE
1118,1118,4.000000000000000,1888,7973,1,1,14720_61_62_63,Agriculture,Agricultural,Annual Graminoid/Forb,NA,0,Non,0,180,RB Small Stream Riparian (ELTP),Agriculture
1119,1119,474.000000000000000,1873,7317,43,9,13170_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,80-89,5,Dry Oak,E
1120,1120,18.000000000000000,1883,7927,43,5,13700_53_61_62,Tree,Developed,Mixed evergreen-deciduous open tree canopy,NA,10-25,Tree,40-49,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1121,1121,2.000000000000000,1883,7927,43,4,13700_53_61_62,Tree,Developed,Mixed evergreen-deciduous open tree canopy,NA,10-25,Tree,30-39,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1122,1122,291.000000000000000,1873,7317,43,8,13170_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,70-79,5,Dry Oak,E
1123,1123,2.000000000000000,1876,9224,42,8,13210_61_63,Tree,Riparian,Mixed evergreen-deciduous open tree canopy,mix,5-10,Tree,70-79,1,RB Mixed Hardwood-Toeslope (ELTP),A
1124,1124,45.000000000000000,1875,9288,43,9,13200_48_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,80-89,5,Dry Mesic Mixed Oak Hardwood,E
1125,1125,234.000000000000000,1873,9288,43,9,13170_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,80-89,5,Dry Oak,E
1126,1126,10.000000000000000,1873,9288,44,9,13170_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,80-89,5,Dry Oak,E
1127,1127,169.000000000000000,1873,7511,43,9,13170_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,80-89,5,Dry Oak,E
1128,1128,105.000000000000000,1873,9288,43,8,13170_57_61,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,70-79,5,Dry Oak,E
1129,1129,5.000000000000000,1885,9288,43,7,13770_60_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,60-69,3,Dry Oak,C
1130,1130,9.000000000000000,1882,7511,44,9,13690_60_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,80-89,5,Dry Oak,E
1131,1131,109.000000000000000,1889,7321,43,9,14790_60_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,80-89,3,RB Large River (ELTP),C
1132,1132,5.000000000000000,1885,9288,43,6,13770_60_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,50-59,3,Dry Oak,C
1133,1133,46.000000000000000,1876,9817,23,4,13210_61_63,Herb,Exotic Herbaceous,Perennial graminoid grassland,NA,>1.0,Herb,30-39,7,RB Mixed Hardwood-Toeslope (ELTP),UE
1134,1134,281.000000000000000,1873,7977,23,5,13170_57_61,Herb,Agricultural,Annual Graminoid/Forb,NA,>1.0,Herb,40-49,180,Dry Oak,Agriculture
1135,1135,15.000000000000000,1882,9288,43,9,13690_60_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,80-89,2,Dry Oak,B
1136,1136,6.000000000000000,1885,9288,44,9,13770_60_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,80-89,6,Dry Oak,UN
1137,1137,4.000000000000000,1885,9288,43,5,13770_60_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,40-49,4,Dry Oak,D
1138,1138,4.000000000000000,1873,9224,43,7,13170_57_61,Tree,Riparian,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,60-69,5,Dry Oak,E
1139,1139,1.000000000000000,1873,9224,43,6,13170_57_61,Tree,Riparian,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,50-59,4,Dry Oak,D
1140,1140,761.000000000000000,1873,9315,43,8,13170_57_61,Tree,Conifer-Hardwood,Mixed evergreen-deciduous open tree canopy,mix,10-25,Tree,70-79,7,Dry Oak,UE
1141,1141,3.000000000000000,1876,9288,43,4,13210_61_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,30-39,6,RB Mixed Hardwood-Toeslope (ELTP),UN
1142,1142,57.000000000000000,1882,7318,43,8,13690_60_61_63_64_65_66,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,70-79,3,Dry Oak,C
1143,1143,30.000000000000000,1876,7317,44,9,13210_61_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,25-50,Tree,80-89,4,RB Mixed Hardwood-Toeslope (ELTP),D
1144,1144,187.000000000000000,1876,7317,43,8,13210_61_63,Tree,Hardwood,Deciduous closed tree canopy,brdlf,10-25,Tree,70-79,2,RB Mixed Hardwood-Toeslope (ELTP),B
